command,mean,stddev,median,user,system,min,max
3,37.090501324805,0.833111614642204,36.986383511505,0.205774385,0.07219724,35.912743072505,38.453410431505
4,28.164856773605,0.5609918200331,28.105589543505,0.217458385,0.06885834,27.198395150505,29.169373326505
16,8.143694881105,0.495898035014376,8.283521837005,0.231507085,0.08959454,7.027582561505,8.723201447505
32,4.735995889105,0.4935812866589,4.531411636505,0.240108485,0.10325214,4.100847059505,5.558831242505
