14344.848096445898,-33723.8279545284,-18616.35721348259,-10071.929397457097,41950.75848145051,23209.042903097517,9132.963467657273,66244.1032339708,24158.847777331997,-18492.275452347432
-36534.70713334383,5013.516212284955,30485.841203911554,-60326.82588625731,33213.75992923163,17116.78739227547,17370.844851325615,10781.370732517753,-107634.22509445976,-5345.462321600107
-5098.421907263609,23281.59849610502,-518.7149833893313,25993.954441604426,42063.94528456853,38364.053368836445,-8854.697101756952,-28650.275491266384,-45186.847277932895,-547.9811670875088
10625.319444669527,53498.94946562337,-23340.77850297136,-56975.999380793546,23180.723668434126,19961.923062618785,8052.66595740483,-36348.072980265424,7520.164616148371,-78392.46320682677
-73794.15225383648,49324.070348987545,-23655.03485707892,-76071.48496185087,71752.68492945193,-16751.70982203563,-27438.031295045268,-87916.75878119204,28754.309046888506,-9168.098216294318
-9386.192734506705,49280.658050147416,15928.083798747772,-69916.66053410666,81273.02842840165,-12784.998702823645,-3913.6770457648486,-30141.130131045775,-31835.72353524194,-42059.98609703976
-68446.55052452555,23916.30303727767,-22820.14211349919,-40223.745428598246,55384.77146398802,90468.48700941625,-21387.146929218485,22600.42388204325,43776.15390103277,-74501.31140860252
-70559.75286985643,45607.743269476974,54300.78316871856,4420.447753421114,10977.398071740661,20371.292240085335,5438.662668810104,-42017.427049856684,-81961.77641232207,-4327.2334959214995
-70676.87014293141,36918.37170895843,34077.98130188904,-47401.22379318411,77109.46131194568,32538.334146464014,39242.22728458886,-44311.816051591886,67820.992419462,-18389.74141901906
-4864.872223617564,29030.828104634056,-4945.5939588662095,-15978.861186727798,21315.30727557522,-60056.662369698366,48772.64206278124,26085.11987505364,-48013.19207475436,-59878.00401283678
-3847.03437411675,16156.40617976039,33221.056683902505,-18140.378319323252,13067.618857034198,26820.432583814476,1626.6389273181958,2967.2365396191653,-29767.71255042507,-65906.40140037982
-55084.45281560015,30730.20077555591,11440.699683490457,-20005.349626658273,-24946.912930568826,66983.88542095537,-13422.850130463474,-40188.020980138506,-22646.288277195286,-5461.64234690394
-21061.27808696576,46013.00621578091,-17710.312827130052,-17584.916621654374,13510.622033429747,54376.531859778996,43122.98254580797,36082.54180916712,-17450.31468415731,-2618.0002241799143
-88694.20742510934,23727.050106111088,-29686.422685478316,-64266.801374140145,12404.032045095439,-39263.1067921495,33214.903212071804,32710.19590070099,31328.209890396454,800.8487076295805
-10946.980089121007,75647.42110093197,-56756.506969173715,-54232.985014953236,-15741.549328810446,23503.704000788246,-29874.240365911504,-27357.033617317255,87.49850016112941,2409.3421890819372
-33302.09027818524,-10103.432015604798,6018.578189991431,-65153.78602861092,27555.91855393441,68337.31470029317,-18055.21134940154,-72086.75520212199,-31299.498648399396,3959.248074421322
32022.854107920044,337.65814634779053,-2949.051620790038,-82983.88227332769,27684.706449171885,11875.124276047138,43838.967476009726,-99591.28636682271,-50830.07301797019,-65714.47048366035
26840.616033700724,61065.72153426141,-50208.31837442437,-63944.62161632823,66530.89523451004,70647.26335672662,-35672.904058908935,17829.244938357995,27841.444543303296,-17977.243503713984
-3965.0365434248597,51649.40120332699,-53260.43714055528,-19335.706596996475,-52506.84310974388,239.3614257932786,276.506955859114,-36258.794159416124,-33028.58912814372,-61120.50283233079
-20547.117301750473,56440.09875733791,10229.167257664689,-45578.64503313402,820.8232953976781,34710.84696744839,-39209.9668326696,22653.788225009757,-43757.40696183734,-11201.152800709864
-36313.007127117635,-3554.4556831796244,29205.770834270523,-35439.46355940937,30516.490724485113,43704.37652869858,-4820.250380447715,-1925.8522082501074,-11579.704229999443,1277.4453382191496
-98156.35074184267,11752.036703791779,-45210.50758591019,-36715.416472644254,55048.34005918562,-16701.52975155496,3574.0457044461764,12727.633854746364,-55795.46314517126,8914.355147023116
69601.24578241119,-14012.041545159193,-48379.97874369463,-13575.564717359022,78204.37067538593,27591.16192751989,-17049.39098244618,-38345.429894296,-23656.293255618144,7144.078613248423
-29476.922358887896,-9830.385403776678,19207.349075553117,-3558.431298624584,21995.89034094894,16960.938457705284,-5146.7346728632265,-11776.398208511786,27378.964638021258,-35351.77586622722
-4795.398694099707,-64937.333264018045,40859.625809927325,1153.9704996920866,4850.758043732334,10121.123811719786,-4594.317937067709,41503.36181945696,-63497.42608285295,-2152.459147726326
-19670.978381899185,-10586.417948282611,-10421.165794549986,-34125.00598814105,21681.88224890722,80386.35450374901,-35942.261296001816,-11247.533849427069,-75156.35933282509,-41477.174808705175
-5388.459343303697,32065.295857231897,9107.957589287951,18637.515695688206,9735.098789729429,53961.53528579572,76731.43909873707,45994.394811342536,-35497.25502898979,-40543.50325041022
-34676.22664722777,-30388.959925933086,-13571.325103098116,23807.712447935417,65993.07259014956,89625.17774373377,28580.92148274869,-26561.16199326731,8258.786386752885,13605.510735604274
-1073.273888463551,53771.33531094244,-3725.2251924950087,-49285.048424303255,33631.67001019621,-25416.072950270976,14761.426081361293,-10626.762539401348,11635.981723076344,-15656.588787222729
34029.00582066877,25611.808280187302,-13168.592389131982,6736.981425077056,63654.92342469565,-28879.752073318967,3996.320137615052,37109.73418185823,-29229.024180401237,-32561.90909720233
-8125.927664599591,945.6768685535553,-10951.475390186368,-53416.33728524216,8865.944217782742,10245.143409797573,-48616.93963105866,45911.482050377395,-53654.989391620664,-68950.20620189997
43943.00411006205,-14319.914612416676,-4586.200901837636,-45661.931107872784,20186.033108698743,27498.09445966326,3690.9841166316583,-37837.018572062145,-62961.782128305305,-60790.54113257532
-81847.31917741057,78355.01607921305,-5816.827503554361,-21872.78564290156,66851.04677812714,65661.95708173946,34305.64294118831,-3333.797318721834,9648.370197979599,-91750.1984587614
10728.935201040142,-19735.569081158057,3671.2027969681676,-121721.05645745456,44484.75501674906,51934.48534755341,32753.587914318512,-6559.469745568093,-27970.06374449138,-24454.844408425924
-11798.179001074865,52850.08317891534,-53729.339320469895,-11807.518894089902,4093.876833895122,47996.11734014965,-20250.315892709208,38006.6467890958,-854.958707395022,-74899.59617503897
-49404.23356443631,23308.75484065685,-2434.0199809831824,13917.608464152936,76015.36581483144,28763.84426660711,-17468.31105260179,25427.07940861937,-74527.30307355864,-65900.126185147
