Max Connection,Mean,Min,Max
3,37.090501324805,35.912743072505,38.453410431505
4,28.164856773605,27.198395150505,29.169373326505
16,8.143694881105,7.027582561505,8.723201447505
32,4.735995889105,4.100847059505,5.558831242505
